[(0, '{id:TEST, hour:18, minute:19, day:23, month:8, year:2012, site:UoB, location:SHED, tester:SHAUN, testcode1:I0A0000011, testcode2:S121111111}')] 
[(4174, '{id:4390, hour:14, minute:48, day:16, month:10, year:2016, site:UoB, location:ALT, tester:ANGEL, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4175, '{id:3908, hour:10, minute:57, day:17, month:10, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:K1C7000091, testcode2:S122111111}')]
[(4176, '{id:00762, hour:11, minute:2, day:17, month:10, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:IAG2006021, testcode2:S122111111}')]
[(4177, '{id:EMP 0001, hour:20, minute:38, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4178, '{id:EMP 0002, hour:20, minute:44, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4179, '{id:EMP 0003, hour:20, minute:48, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4180, '{id:EMP 0004, hour:20, minute:52, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4181, '{id:EMP 0005, hour:20, minute:55, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4182, '{id:EMP 0005, hour:20, minute:56, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4183, '{id:EMP 0006, hour:21, minute:0, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4184, '{id:4378, hour:21, minute:3, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:KAC7000011, testcode2:S122111111}')]
[(4185, '{id:PL0030, hour:21, minute:6, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4186, '{id:PL0031, hour:21, minute:10, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4187, '{id:PL0032, hour:21, minute:15, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:KAC7000011, testcode2:S122111111}')]
[(4188, '{id:PL0033, hour:21, minute:17, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4189, '{id:4531, hour:21, minute:20, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:KAC7000011, testcode2:S122111111}')]
[(4190, '{id:00522, hour:21, minute:23, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:IAG2006021, testcode2:S122111111}')]
[(4191, '{id:00522, hour:21, minute:30, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4192, '{id:PL0040, hour:21, minute:35, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:KAC7000011, testcode2:S122111111}')]
[(4193, '{id:PL0041, hour:21, minute:39, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:KAC7000011, testcode2:S122111111}')]
[(4194, '{id:PL0042, hour:21, minute:41, day:26, month:10, year:2016, site:UoB, location:TUB/PLUG, tester:WILL LAY, testcode1:KAC7000011, testcode2:S122111111}')]
[(4195, '{id:00503, hour:13, minute:36, day:30, month:10, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:K1C7003051, testcode2:S122211111}')]
[(4196, '{id:00503/2, hour:13, minute:40, day:30, month:10, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4197, '{id:00503/3, hour:13, minute:44, day:30, month:10, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4198, '{id:00763/1, hour:15, minute:19, day:30, month:10, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4199, '{id:00763/1, hour:15, minute:21, day:30, month:10, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4200, '{id:00763/2, hour:15, minute:24, day:30, month:10, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4201, '{id:00763/2, hour:15, minute:26, day:30, month:10, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4202, '{id:00763/3, hour:15, minute:28, day:30, month:10, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4203, '{id:00502/1, hour:16, minute:49, day:30, month:10, year:2016, site:UoB, location:ALT, tester:HENRY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4204, '{id:00502/2, hour:16, minute:51, day:30, month:10, year:2016, site:UoB, location:ALT, tester:HENRY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4205, '{id:00502/3, hour:16, minute:52, day:30, month:10, year:2016, site:UoB, location:ALT, tester:HENRY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4206, '{id:000463, hour:17, minute:8, day:30, month:10, year:2016, site:UoB, location:ALT, tester:HENRY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4207, '{id:000463/2, hour:17, minute:11, day:30, month:10, year:2016, site:UoB, location:ALT, tester:HENRY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4208, '{id:000463/3, hour:17, minute:12, day:30, month:10, year:2016, site:UoB, location:ALT, tester:HENRY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4209, '{id:000462/1, hour:18, minute:13, day:30, month:10, year:2016, site:UoB, location:ALT, tester:HENRY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4210, '{id:000462/2, hour:18, minute:16, day:30, month:10, year:2016, site:UoB, location:ALT, tester:HENRY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4211, '{id:000462/2, hour:18, minute:16, day:30, month:10, year:2016, site:UoB, location:ALT, tester:HENRY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4212, '{id:000462/3, hour:18, minute:18, day:30, month:10, year:2016, site:UoB, location:ALT, tester:HENRY, testcode1:I1C7003051, testcode2:S122211111}')]
[(4213, '{id:00678, hour:23, minute:12, day:12, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4214, '{id:00658, hour:23, minute:17, day:12, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4215, '{id:00678, hour:23, minute:18, day:12, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4216, '{id:00582, hour:23, minute:26, day:12, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4217, '{id:4579, hour:23, minute:31, day:12, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4218, '{id:4579, hour:23, minute:33, day:12, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4219, '{id:00568, hour:23, minute:38, day:12, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4220, '{id:00568, hour:23, minute:40, day:12, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4221, '{id:4621, hour:23, minute:44, day:12, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4222, '{id:00635, hour:23, minute:50, day:12, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4223, '{id:00710, hour:23, minute:54, day:12, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4224, '{id:00702, hour:23, minute:58, day:12, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4225, '{id:00698, hour:0, minute:1, day:13, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4226, '{id:000223, hour:0, minute:20, day:13, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:IAG2006021, testcode2:S122111111}')]
[(4227, '{id:000223, hour:0, minute:21, day:13, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:IAG2006021, testcode2:S122111111}')]
[(4228, '{id:000222, hour:0, minute:31, day:13, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:IAG2006021, testcode2:S122111111}')]
[(4229, '{id:000224, hour:0, minute:48, day:13, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:IAG2006021, testcode2:S122111111}')]
[(4230, '{id:00765, hour:0, minute:52, day:13, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:IAG2006021, testcode2:S122111111}')]
[(4231, '{id:4917, hour:21, minute:19, day:14, month:11, year:2016, site:UoB, location:ALT, tester:WILL LAY, testcode1:IAG2006021, testcode2:S122111111}')]
[(4232, '{id:4918, hour:12, minute:17, day:27, month:11, year:2016, site:UoB, location:WESTON STUDIO, tester:HENRY, testcode1:I0M3006021, testcode2:S122111111}')]
[(4233, '{id:4919, hour:12, minute:22, day:27, month:11, year:2016, site:UoB, location:WESTON STUDIO, tester:HENRY, testcode1:I0M3006021, testcode2:S122111111}')]
[(4234, '{id:4921, hour:12, minute:27, day:27, month:11, year:2016, site:UoB, location:WESTON STUDIO, tester:HENRY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4235, '{id:4923, hour:12, minute:31, day:27, month:11, year:2016, site:UoB, location:WESTON STUDIO, tester:HENRY, testcode1:K1C7000091, testcode2:S122111111}')]
[(4236, '{id:4924, hour:12, minute:33, day:27, month:11, year:2016, site:UoB, location:WESTON STUDIO, tester:HENRY, testcode1:K1C7000091, testcode2:S122111111}')]
[(4237, '{id:00766, hour:12, minute:40, day:27, month:11, year:2016, site:UoB, location:WESTON STUDIO, tester:HENRY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4238, '{id:4833, hour:16, minute:10, day:27, month:11, year:2016, site:UoB, location:SHED, tester:HENRY, testcode1:K1C7000091, testcode2:S122111111}')]
[(4239, '{id:4927, hour:16, minute:12, day:27, month:11, year:2016, site:UoB, location:SHED, tester:HENRY, testcode1:K1C7000091, testcode2:S122111111}')]
[(4240, '{id:4928, hour:16, minute:14, day:27, month:11, year:2016, site:UoB, location:SHED, tester:HENRY, testcode1:K1C7000091, testcode2:S122111111}')]
[(4241, '{id:00767, hour:16, minute:17, day:27, month:11, year:2016, site:UoB, location:SHED, tester:HENRY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4242, '{id:00768, hour:16, minute:35, day:27, month:11, year:2016, site:UoB, location:SHED, tester:HENRY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4243, '{id:00769, hour:16, minute:39, day:27, month:11, year:2016, site:UoB, location:SHED, tester:HENRY, testcode1:I0M3006021, testcode2:S122111111}')]
[(4244, '{id:00770, hour:16, minute:42, day:27, month:11, year:2016, site:UoB, location:SHED, tester:HENRY, testcode1:I0M3006021, testcode2:S122111111}')]
[(4245, '{id:00771, hour:16, minute:44, day:27, month:11, year:2016, site:UoB, location:SHED, tester:HENRY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4246, '{id:00772, hour:16, minute:22, day:4, month:12, year:2016, site:UoB, location:SHED, tester:HENRY, testcode1:I0E3000021, testcode2:S122111111}')]
[(4247, '{id:4578, hour:17, minute:48, day:5, month:12, year:2016, site:UoB, location:SHED, tester:SUPERVISED, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4248, '{id:00593, hour:13, minute:22, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4249, '{id:00684, hour:13, minute:29, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4250, '{id:X207146, hour:13, minute:58, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4251, '{id:00523, hour:14, minute:1, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4252, '{id:00564, hour:14, minute:6, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4253, '{id:X207148, hour:14, minute:12, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4254, '{id:00074, hour:14, minute:16, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4255, '{id:X207149, hour:14, minute:21, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4256, '{id:00611, hour:14, minute:27, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4257, '{id:00594, hour:14, minute:32, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4258, '{id:X208046, hour:14, minute:53, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4259, '{id:4674, hour:16, minute:28, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4260, '{id:4581, hour:16, minute:35, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4261, '{id:000462-1, hour:16, minute:54, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4262, '{id:000462-2, hour:16, minute:56, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4263, '{id:000462-3, hour:16, minute:57, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4264, '{id:000462, hour:16, minute:59, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4265, '{id:X208053, hour:17, minute:10, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4266, '{id:000463-1, hour:17, minute:15, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4267, '{id:000463-2, hour:17, minute:18, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4268, '{id:000463-3, hour:17, minute:31, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4269, '{id:000463, hour:17, minute:33, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4270, '{id:00655, hour:18, minute:5, day:31, month:1, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4271, '{id:00598, hour:12, minute:54, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4272, '{id:00575, hour:12, minute:55, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4273, '{id:00570, hour:12, minute:57, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4274, '{id:4670, hour:12, minute:58, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4275, '{id:X207147, hour:12, minute:59, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4276, '{id:00567, hour:13, minute:0, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4277, '{id:00693, hour:13, minute:2, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4278, '{id:00685, hour:13, minute:12, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4279, '{id:00657, hour:13, minute:17, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4280, '{id:00572, hour:13, minute:20, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4281, '{id:00579, hour:13, minute:26, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4282, '{id:X208057, hour:13, minute:32, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4283, '{id:00583, hour:13, minute:42, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4284, '{id:00641, hour:13, minute:43, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4285, '{id:00583, hour:13, minute:47, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4286, '{id:00067, hour:13, minute:58, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4287, '{id:00738, hour:14, minute:5, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4288, '{id:00577, hour:14, minute:8, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4289, '{id:00662, hour:14, minute:10, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4290, '{id:4671, hour:14, minute:14, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4291, '{id:C106271, hour:14, minute:16, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4292, '{id:00076, hour:14, minute:19, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4293, '{id:X208050, hour:14, minute:22, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4294, '{id:00712, hour:14, minute:24, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4295, '{id:00603, hour:14, minute:29, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4296, '{id:00649, hour:14, minute:32, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4297, '{id:00578, hour:14, minute:34, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4298, '{id:00573, hour:14, minute:42, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4299, '{id:00716, hour:14, minute:44, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4300, '{id:4623, hour:14, minute:48, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4301, '{id:CF2136, hour:16, minute:8, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4302, '{id:CF2135, hour:16, minute:13, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4303, '{id:X208056, hour:16, minute:18, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4304, '{id:00505, hour:16, minute:24, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4305, '{id:X208051, hour:16, minute:31, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4306, '{id:X208048, hour:16, minute:37, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4307, '{id:X208053, hour:16, minute:41, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4308, '{id:00694, hour:17, minute:4, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4309, '{id:00581, hour:17, minute:27, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4310, '{id:4639, hour:17, minute:30, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4311, '{id:00610, hour:17, minute:45, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4312, '{id:00715, hour:17, minute:49, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4313, '{id:4443, hour:17, minute:56, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:KAC70000H1, testcode2:S121111111}')]
[(4314, '{id:00566, hour:18, minute:0, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4315, '{id:4929, hour:18, minute:10, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4316, '{id:00672, hour:18, minute:17, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4317, '{id:000399, hour:18, minute:24, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4318, '{id:4930, hour:18, minute:29, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I0M3006021, testcode2:S122111111}')]
[(4319, '{id:00774, hour:18, minute:47, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4320, '{id:00091, hour:18, minute:50, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4321, '{id:00091, hour:18, minute:51, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4322, '{id:4583, hour:19, minute:0, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4323, '{id:00775, hour:19, minute:4, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I0M3006021, testcode2:S122111111}')]
[(4324, '{id:4931, hour:19, minute:6, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:K1C7000091, testcode2:S122111111}')]
[(4325, '{id:4932, hour:19, minute:8, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:K1C7000091, testcode2:S122111111}')]
[(4326, '{id:X208049, hour:19, minute:15, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4327, '{id:00075, hour:19, minute:19, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4328, '{id:00659, hour:19, minute:22, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4329, '{id:00776, hour:19, minute:35, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4330, '{id:00069, hour:19, minute:39, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4331, '{id:00561, hour:19, minute:41, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4332, '{id:00071, hour:19, minute:44, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4333, '{id:00070, hour:19, minute:46, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4334, '{id:00560, hour:19, minute:48, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4335, '{id:00072, hour:19, minute:50, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4336, '{id:00559, hour:19, minute:52, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
[(4337, '{id:00562, hour:19, minute:54, day:1, month:2, year:2017, site:UoB, location:ALT, tester:CHRIS LYON, testcode1:I1C70030D1, testcode2:S121111111}')]
